,userName,score,at,content
961,Joenathan Delfiero (Joen),1,2021-11-16 13:37:36,"Aplikasinya bisa lebih intuitif lagi gak? Tolong tambahin otomasi yang lebih intuitif dong. Misal kalo listrik rumah jeglek, pas dihidupin lampunya jangan ikut hidup di siang hari. Paham maksud saya gk? Jadi ada seting, kalau lampu hidup scr tiba2 di waktu yang salah, si aplikasi akan otomatis matiin lampunya karna masih ada di waktu siang hari. No alasan, plis, saya janji kasih bintang 5 dan tetep pake bardi."
962,M. Hafiz Bukhari,1,2021-11-16 09:30:22,The widget very unresponsive. So its take a long time to activate my device. How long to waiting bardi fixing this?
963,Alda Firda Agustin,5,2021-11-14 09:23:28,"Pake Bardi jadi nggak perlu was was lagi kalo harus ninggalin rumah, karena semua aktifitas di rumah bisa di pantau, jadi lebih aman dan nyaman buat di tinggal kemana mana"
964,Adi S,3,2021-11-14 08:55:33,"Sejak di update malah kacau ini ir remote. Existing daikin jadi error tidak update on/off fan dan suhunya. Add ulang ac daikin normal di test jalan semua kode 17/44 . Mau dipakai malah tidak bisa update suhu, fan dan on off di aplikasi. Ir remote sudah di restart juga. Jadi meresahkan kalau begini, gimana kalau serumah pakai bardi dan jadi gini nanti ?"
965,Mulyono Wijaya,1,2021-11-13 15:19:34,Kenapa tiba2 gak bisa konek ke ac saya ya per hari ini?? Sebelumnya konek dan bagus. Saya pake ir remote. Trus uda coba direstart dan konekin ulang tetep aja remot ac nya gk fungsi..kenapa nih bardi??
966,IA,3,2021-10-30 08:04:25,Add widget plz
967,Erik Hg,2,2021-10-28 09:08:08,Hey please repair this issue. I cant login to my account. It always shows network request failed. Please try again later
968,Daniel Suhardi,3,2021-10-28 09:01:02,"Pop out ""Unexpected token < in JSON at position 0” and I can't access through google nest mini"
969,Adil Kurnia,5,2021-10-26 10:40:17,Good and useful
970,Faza,2,2021-10-25 11:29:22,"i love your product but please make the app greater, its suck, make more feature, and more user friendly. I feel like its kind a hard to make some preset and I feel like its lack of feature, and not convenient. please, We already buy your product now make the app better."
971,Hilmi,4,2021-10-24 17:31:03,Please add dark mode
972,Iel,5,2021-10-24 14:16:36,"overall experience, bardi is one of the best smart gadget app I've ever use, good job."
973,Jay Nakol,4,2021-10-24 04:16:07,It is a very good app for free. but only few brand/model of devices available IR control. specially those old model of devices (altec lansing)
974,lukas halimanto channel,1,2021-10-23 15:21:32,I cant login using facebook
975,Stany Budianto,1,2021-10-22 10:23:11,App tidak ada guna. Pairing tidak berfungsi. Tidak rekomendasi barang nya Bardi. Pairing nya ribet dan susah.
976,Alpacino Ginting,1,2021-10-22 09:07:43,"Widgetnya setelah update terbaru jadi ga berguna. Shortcut suka hilang, harus buka aplikasi dulu baru muncul lagi. Kalau udah buka aplikasi ngapain ke widget shortcut lagi udah langsung eksekusi dari aplikasi. Semoga kedepannya shortcut widget berfungsi normal lagi."
977,Muhammad Azzam,1,2021-10-21 18:19:10,"Setelah update terdapat masalah serius, di versi sebelumnya, pada saat awal pairing, antara perangkat dengan HP menggunakan wifi yg sama, semua berjalan lancar meskipun tidak terkoneksi dengan jaringan yg sama, tetapi setelah update aplikasi, kita harus berada pada jaringan yang sama agar aplikasi derjalan dengan lancar, tolong perbaiki sistemnya seperti sebelumnya"
978,Adithiya Galih,5,2021-10-19 12:23:19,Keep updated
979,Suwartono Altifrons,1,2021-10-18 15:27:32,Aplikasi sampah
980,Elite Squad,2,2021-10-16 11:53:30,notification error
981,Ghina Akbar,5,2021-10-14 13:56:06,"apps nya bagus dan mudah untuk di pelajari, semoga kedepannya makin maju dan tambah banyak lagi fitur-fiturnya."
982,Joycelyn lim,5,2021-10-14 13:05:27,"Cukup puas dengan produk Bardi, semoga kedepannya terus berkembang ya!"
983,almira rosa,5,2021-10-14 12:47:19,"aplikasi oke, banyakin toko aja lah ya"
984,Teja Arya,3,2021-10-13 12:47:40,"Untuk lampu kadang schedule sering bermasalah, lampu ga mau mati. Case kadang 1-2 lampu tiap harinya. Tolong di perbaiki, dulu sebelum update lancar"" aja"
985,wandy hartawijaya,5,2021-10-12 09:53:28,Ok
986,teresiay recca,1,2021-10-11 16:24:33,Suddenly the lamp is flickering by itself. And not synch with my handphone. It's hurting my eyes. This is my first and last time using this lamp. I'm done!
987,David Dimas,1,2021-10-10 16:53:41,"Clearly you guys need to improve connection between smart bulb and cloud. It's been several months and I don't see much improvement, mostly I need to wait around 1 min to turn lamp on and off which is unacceptable for me."
988,Paul Tanudjaja,3,2021-10-10 16:15:35,"Seems like apps or device like led bulb is unstable, sometimes can control led bulb to switch non and off,. sometimes can't. Wifi signal strong and can browsing others and covered the LED bulb area. Why it still happening till now. Hope to be solved in soon. Thanks."
989,GAME Of PRINCE CHRISTOPHER,5,2021-10-08 09:14:50,Sukak sama tampilan Appnya
990,Dadang Kurniawan,4,2021-10-07 15:37:00,Good enough
991,Nindi Anandani,5,2021-10-07 12:48:58,Masang doorlock buat apartemen sewaan. Jadi ga perlu COD tiap ada yang nyewa
992,Rizky Alif,5,2021-10-07 11:46:48,"Very useful & easy to use, thanks!"
993,Archmage Fauzan,1,2021-10-06 05:56:01,"Since 3 days ago, all my devices are not recognized by Alexa. What happens?"
994,Danni Ihsan,1,2021-10-05 10:30:19,"BUG NYA TOLONG DI BENARKAN. ketika saya ingin berpindah ke ""White"", ""Color"", ""Scene"", menu nya tidak berubah. dan warna ketika saya geser, warna lampu tidak berubah"
995,Laura Patriot,5,2021-10-04 13:23:16,kalau orang kerumah pada nanyain aku pake lampu apa yang tinggal ngomong langsung nyala mati sendiri hahah pake bardi nih
996,andreas tanjaya,5,2021-10-04 12:48:10,"cctv bardi buat ngeliat mobil di depan rumah, jadi aman dah bisa di pantau"
997,manik merta,3,2021-10-04 10:23:28,"Setelah update firmware, ip camera tidak dapat mengirimkan notifikasi motion detection"
998,Undercover Unmasked,4,2021-10-04 06:23:23,"Tolong di fix, kalau pas mode music sambil ngerekam (app kamera) modenya ga jalan, cuman warna merah doang. Nyoba pake story di ig juga gitu. Thanks. (Edited) Ngapain ngirim teknisi 😅, ini kan sofware problem. Tolong di baca lagi admin cantik"
999,Rickie,5,2021-10-04 00:54:51,tiba-tiba jdi ga bisa buka device manegementnya. ga bisa setting lbih detialnya gitu
1000,Heri Muhrial,5,2021-10-03 10:43:34,Request schedule can setting colour Lamp
1001,Dina,5,2021-10-01 12:22:13,"Respondnya cepat bgt, kualitas barang bagus, terutama ip cam nya. love you Bardi"
1002,Adrienne Dorinda,5,2021-09-30 14:43:22,"Responsif banget admin CS Bardi, cakep👍"
1003,zahraul athiyah,5,2021-09-30 13:24:28,"tim helpdesk bener"" gerak cepet buat nanganin masalah, dan hebatnya bisa selesai dan berhasil dengan mudah. good job"
1004,larasatiii nindy,5,2021-09-30 05:03:17,gada yang bisa nandingin bardi deh untuk after sales smart home saat ini yang pernah aku temuin
1005,William Thedja,5,2021-09-30 05:01:39,Ini tinggal pakai voice command semua di rumah udah kayak rumah masa depan
1006,Henry Kurniawan Thedja,5,2021-09-30 03:59:19,"pakai led strip bardi udah hampir setengah tahun, mau mampir kesini karena sukaa banget sama BARDI. Thanks bardi"
1007,Geby Ferariana,5,2021-09-30 03:20:52,"yang belum coba bardi dan masih liat"" review kalian gausah khawatir udah pasti bagus"
1008,Ren Ziven,5,2021-09-30 02:56:42,Mau nambah terus kalau udah beli sekali pasti ketagihan
1009,Catherine Thedja,5,2021-09-30 02:46:05,"semua saudara, temen"" ku racunin bardi ini kwkwkwkw :)"
1010,loliends,5,2021-09-30 02:45:39,"promo bardi gada abisnya buset, setiap hari ada terusss hahahaha"
1011,Horu Jue,5,2021-09-30 00:34:04,Need more feature for CCTV 1. Alert video ( Not Photo ) 2. Playback showing time what i want to playback Edit : Thanks
1012,Laura Veronika,5,2021-09-29 16:19:03,pakai lampu bardi untuk semua ruangan mantep
1013,callmegus,3,2021-09-29 03:04:00,I rename my 12w bulb. And then i cant enter manual tuning.
1014,rezi mayasari,4,2021-09-28 09:13:01,"Nuansa rumah jadi beda sejak pake bardi, semua serba rapi instant cepat. Bardi ngertiin kebutuhan aku banget kalo di rumah"
1015,Jimmy Liu,2,2021-09-28 00:14:39,"Aplikasi bagus, Tapi masih perlu banyak di perbaiki update, di setiap perangkat ada fitur yg kurang puas, misal di door sensornya bunyi alarm nya terlalu meneror, harusnya bisa di setting jenis suaranya, berapa intens suaranya, atau bahkan ga ada suara tapi ada notif saja. Sehingga di buka salah, di matikan juga salah krna butuh tau kapan buka pintu. Trus percuma buat review keluhan, pasti tidak bakalan di update juga!!"
1016,Andy Raharjo,5,2021-09-27 15:01:49,Mau tanya. Kalau cuma mengaktifkan breaker switch saja . ...gratiskan aplikasi nya?..tidak berbayar?..
1017,Kazuto Rito,2,2021-09-27 04:32:49,This app is running sluggish when I have many item thing and automation. Please make optimization Dev... Thank you
1018,pradipa edo25,5,2021-09-27 00:26:50,Beli cctv free adaptor cable nya juga..
1019,Swistya Beliena,5,2021-09-26 10:45:39,"Bikin rumah serba Smart, kontrol semua dari Hape"
1020,KanoCenna Channel,5,2021-09-26 05:05:53,"WFH dirumah biasa bosen, setelah set kamar dg lampu Bardi jadi betah dirumah"
1021,Hardini Putri,5,2021-09-26 05:01:30,5 Star buat bardi.. maju terus
1022,Hani Luthfia,5,2021-09-26 05:00:34,"Bardi smart wake up light nya ada alarm, ada Radio FM, KOK BISA YA??? TOP bgt Bardi"
1023,susi susanti (anti),5,2021-09-26 04:53:51,"product indonesia terbaik lah ini, sy termasuk salah satunya pengguna beragam productnya, mudah aksesnya, pairingnya dan kualitas bahannya top ga kaleng2 tp harga sangat bersahabat."
1024,Nanda Fitra Wahyuono,5,2021-09-26 00:31:45,"Simple, mudah digunakan banget. Semoga terus berinovasi 👍"
1025,Novi Catharina,5,2021-09-25 17:34:43,"Bagus bgtt produknya, gampan di connect ke hp, bisa bikin rumah jadi lebih nyaman"
1026,Raymond Yesaya,5,2021-09-25 14:35:10,"Seru bgt punya bardi smart bulb sama LED strip, aku beli portable plug jg, soalnya lebih aman buat anak anak dan bikin suasana rumah jadi lebih berwarna"
1027,nurhasanm p,2,2021-09-25 11:07:32,"PLEASE HIRE PROFESSIONAL SOFTWARE ENGGIINEERR PLEASE.. WHEN I CLICK NOTIFICATION ""VIEW"" BUTTON ,IT BRING ME TO LIVE VIEW , NOT EXACT TIME AS I EXPECTED . PLEASE DO SOMETHING SHI1T ...FIX IT ASAP !!!"
1028,Novrianto Gustiva,5,2021-09-25 08:36:33,"siren alaarm cocok bgt biar tidur gk berdampingan sama hp mulu, bangung jadi on time, kualitas tidur terjaga, kerjaan jadi maksimal. ngincer diskon selanjutnya lol"
1029,daniel halim,5,2021-09-25 06:10:36,Its a good apps. Easy to use. The notification run well. I can connect and control. Hope bardi will always do a useful upgrade and friendly apps like this
1030,LILI LILI,5,2021-09-24 07:09:37,"aroma diffuser cocok banget di ruang tamu di rumah, wanginya beda, seger rasanya"
1031,meiske collins,5,2021-09-24 07:09:29,"Cocok banget buat jaga prokes di masa pandemi, jadi ngga perlu banyak menyentuh alat alat di rumah. Smart home banget!"
1032,irfando wibowo,5,2021-09-24 03:31:57,"I Bought Bardi portable plug, smart bubl, and LED strip for my daughter to studying at home, its really fun so she can play while learning. Bardi is so safe for children."
1033,Thata Amartha,5,2021-09-23 07:48:04,"Lampunya assik banget, bisa atur kecerahan sama ganti2 warna. Serasa bisa dugem di rumah hahaha"
1034,agung priambada,5,2021-09-22 15:51:36,Ok
1035,Chrisje,2,2021-09-22 15:25:28,"The connection between the app and the device is not responsive enough, even with a good wifi connection. It causes headache 💆🏻‍♀️"
1036,Jeffry Robertson,3,2021-09-22 10:57:28,"Buggy, laggy, delayed"
1037,dbeauty 18,5,2021-09-21 14:42:43,"smart wake upnya ngebantu banget sih, tidur nynyak bangun on time gk pusing"
1038,Putri Jose Rizal,5,2021-09-21 13:01:56,Bardi itu baguus buat lighting tambahan photoshoot. Gak bakalan nyesel pakai produk Bardi!
1039,Kosim Channel,5,2021-09-20 10:23:34,"Pembantu saya kaget lampu atas nyala mati sendiri hahah, seru seru bgt. Anyway ini bagus"
1040,Maharani Setiawaty,5,2021-09-19 12:09:29,"Asli keren udah kayak sulap,semua bisa di atur otomatis, nginstallnya gampang.gw mau coba produk lain jadi gk jadi hahaha"
1041,Gery Ruslandi,4,2021-09-18 07:17:18,"this is my first time using smart home's related devices. and overall my experience with bardi devices and its app is great. Its meet almost all of my expectations. Except one, on message center, for sound and motion detection notification, when i click on 'view' button, it's redirect me to live preview of associated camera. This experience is bad, i thinks the better way is to redirect me to playback player and start the video from detection time"
1042,"SYAMSUL, KOMAR",5,2021-09-16 14:41:58,"Mudah instalasi, tdk ribet"
1043,Angelica Natalia,5,2021-09-15 05:36:04,"Nyobain pake bardi, kirain biasa aja, gak taunya seru. Barang-barang serumah bisa di kontrol pake HP, fiturnya banyak jadi lama belajarnya,, tapi seru .. hehehe ,, mantul bgt dah bardi"
1044,Fiona Novira,5,2021-09-14 08:04:21,"cam saya semuanya Bardi dan semua keluarga juga pake produk Bardi. cctv nya terjangkau dan pas banget udah bisa update firmware lgi, ada fitur baru di playback"
1045,Unyanx Spa,5,2021-09-14 05:36:25,Huhuy!!
1046,Agung Nurcahyono,3,2021-09-13 23:25:07,Kasih 3 seneng bgt udh ada playback speed cctv. Nanti kasih bintang 5kalau ada playback speednya bisa lebih cepet 1000x mungkin karena buat cek seharian biar ga lama lama bgt. Kamera bening parah sih ga ada obat... Nanti bintangnya diganti kalau playbackspeed cctv bisa lebih cepet lg yaaa kakak 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
1047,ANGGARA PHW,5,2021-09-13 12:55:25,Update Firmware 5.2.4 mengembalikan fungsi motion detection yg tidak berfungsi sejak update 5.2.1. TERIMAKASIH
1048,campy hidayat Atmahadi,5,2021-09-13 07:34:11,Smart home controller for electrical appliances.
1049,Maulana Panggalih,5,2021-09-13 06:09:31,"Cus buruan upgrade ke v5.2.4 udah bener nih, cepet juga udah diurusin"
1050,Talitha wws,5,2021-09-13 05:32:03,mantappp
1051,Anggita Dwi Raisa,5,2021-09-13 05:32:00,Finally motion detection is back!!
1052,Meta Fratia Aruki,5,2021-09-12 23:45:21,Can't detect the bulb
1053,Stevian Mambay,1,2021-09-12 10:07:00,"My lamp can't connected to my phone, I've been trying for hours now"
1054,Aditya Sudyana,5,2021-09-11 03:07:05,"cukup baik, permasalahan bug tidak bisa mendeteksi motion pada IP CAM juga sudah diperbaiki pada firmware v5.2.4. admin instagram juga cukup ramah. semoga tidak terjadi lagi error/bug lainnya, dan pertahankan keramahannya."
1055,Peter Lim,5,2021-09-10 12:21:31,Maju terus BARDI .. Terima kasih untuk motion detectionnya
1056,Megah Sari,5,2021-09-10 12:15:57,Keren bgt updatean versi 5.2.4 playbacknya bisa dicepetin.. Makin kesini BARDI makin keren. SUKSES TERUS BARDI !!!
1057,kurnia rizky,4,2021-09-10 11:29:51,ini sih keren banget loh. suka ama fitur2 yang ada di camera indoornya yang ptz. saya pasang memory 64 bisa juga playback speed dan motion detecion sama speakernya tuh kepake banget
1058,Linda Goslin,5,2021-09-10 10:50:33,"Penyelesaiannya cepet banget, sempet hilang dan telah hadir kembali dan jadi makin ajib motion detectionnya .."
1059,Ferly Endz Pradana,5,2021-09-10 09:25:53,"Please fix it ver 5.2.3, motion detector not working"
1060,Celapan Id,5,2021-09-10 09:12:22,"gak tahu cara ganti bintang 1 ke 5 gimana caranya jadi pakai hp lain aja kasih bintang 5 ya min, maaf aku gaptek gak ngerti ubah bintang moga ini dah membantu. terima kasih dah bikin udpate jadi bener lagi"
1061,Ferdinand Leonardi,5,2021-09-10 09:02:04,"Pelayanan gelo, habis update harus on/off kan baru bisa motion detect lagi.. gw iseng donk bilang ya kalo gitu lu aja yang sini mati nyalain kalo gampang, beneran datang nih orang. sinting"
1062,Muhammad Ilham Fauzi,5,2021-09-10 08:44:37,"Ok lah, ngeluh seminggu baru jadi. 5bintang karena bisa benerin dan ada niat mau maju perbaiki hingga ada playback speed. saran aja, lain kalo kalo belum sempurna tuh jangan update dulu, santi dikit"
1063,Putri Manik Astagina,5,2021-09-10 08:43:53,"kerennnnn.. suka bangetttt ama produk cameranya, selain motion detection ada juga komunikasi 2 arahnya, saya pasangnya di plafon bisa di flip, udah update juga versi 5.2.4. ada speed nya ternyata kalau mau playback"
1064,Shandyka Febrian,5,2021-09-10 08:31:10,"kan tinggal bilang aja cabut colok dah beres, ngapain kirim teknisi ke rumah g segala? kan jadi ribet semprot2 alkohol lagi. tapi yaudah lah nih 5bintang sesuai janji ya karena dah bisa lagi ipcamnya"
1065,Muhammad Reyhan Fahlevi,5,2021-09-10 08:30:03,"nice, after updating cctv firmware to 5.2.4 and do some step, motiom detection is working again. fixed in 2 weeks, thanks"
1066,aldiridwanjar,5,2021-09-10 08:24:11,Akhirnya problem terpecahkann..
1067,Julio Martin,5,2021-09-10 08:16:26,"gak sia sia gw bentak kan lu, nih sesuai janji 5bintang setelah akhirnya ipcam gw bener lagi semua"
1068,Alfi Nafisah,5,2021-09-10 08:13:20,Dengan motion detection Bardi ver 5.2.4 makin canggih
1069,Ana Satriaji,5,2021-09-10 08:02:58,"Mudah digunakan, Hanya memiliki di beberapa perangkat : smart lamp cctv sama smart IR Menurut gw yang terbaik dari bardi smart home ini yaitu smart IRnya. kerja bagus tim bardi"
1070,Hanif Pramana,5,2021-09-10 07:41:55,"Awal diupdate sempet ga bisa, habis di reboot udh aktif nih motion detectionnya. Keren!!"
1071,Cita Putra,5,2021-09-10 07:31:39,"Good job BARDI team, update FW 5.2.4 keluar ga pake lama, problem di 5.2.3 udah di fix. Motion detection & automation udah aman"
1072,More Beautiful,5,2021-09-10 07:27:58,"BARDI aja kalo ngeliat gerakan mencurigakan langsung notif motion detectionnya muncul, and kalau mau lihat masa lalu udah ada fitur playback speednya 🤭🤭"
1073,Sandy Oky,5,2021-09-10 07:21:22,Problem solved!! Thank you Bardi!!!
1074,Yohanes Liman,5,2021-09-10 07:19:14,"Great, Motion Detection is back .. !!! Thanks BARDI Smart Home"
1075,Michael Saputra,5,2021-09-10 07:12:31,"Good job buat CS BARDI, cepat tanggap dalam menangani masalah, versi 5.2.4 udah dapet fitur playback speed dan semua berfungsi normal"
1076,kok leong chan,5,2021-09-10 07:10:20,Makin lengkap deh kerennya produk Bardi ada motion detectionnya
1077,NJo Jo,5,2021-09-10 06:23:36,updated and fine
1078,Reva Maringka,5,2021-09-10 04:54:40,Firmware version 5.2.4 finally brings back the Motion Detection. Awesome!
1079,Agung Junior,5,2021-09-10 01:54:54,Motion detection is back on firmware updated 5.2.4
1080,Alfiandi Setya Dwinanda,2,2021-09-09 15:40:40,Hard to pair
1081,Irsan Ingsun,1,2021-09-09 11:55:24,setelah update firmware malah jadi tidak bisa pakai
1082,Ari Widodo,5,2021-09-08 08:39:28,"Saran aja Tambahin quick acces di notifikasi, biar lebih gampang buka aplikasinya ngga usah ribet2 ke menu"
1083,Rika Riana,1,2021-09-08 00:55:41,"Kenapa setelah diupdate kok banyak banget problemnya 😑😑Kenapa kok videonya jd gak kesimpan di memory??? Jadi gak bisa playback! Hadeeeh, gimanaaa 🤦🏻‍♀️😣"
1084,KOKO Kiki,2,2021-09-06 18:29:51,Device offline abis diupdate
1085,tulkz,5,2021-09-06 16:32:28,"Untuk yg motion detection error tiba2 setelah update, remove cctv nya dulu dari app. Lalu di add lagi. Memang kurang nyaman, tapi minimal fungsi nya normal lagi. Semoga update terus app nya ya, yg masih diperlukan juga adalah misalnya 4x speed, dan 8x speed. Agar tidak capai men-cek cctv nya."
1086,FDHL 89,1,2021-09-06 12:51:39,"Makin gak jelas banget. Ada update kirain motion detect jadi bener, bener engga malah sekarang surveillance area setting juga error. Gak habis pikir, mau update emang gak ada trial errornya dulu apa yaa ??? Kalo di bales cuma suruh telp mending gak usah deh, gak guna."
1087,Willy Steven,1,2021-09-04 15:21:17,"SMART feature yang menggunakan sensor gerak mjd tak berfungsi sejak update agustus 2021. Mohon segera diperbaiki lagi aplikasinya dan update disempurnakan. Sangat mengganggu krn beli bardi justru utk otomatisme nya, dan setelah update aplikasi malah tak berfungsi"
1088,AGUS DWI CANDRA,5,2021-09-03 11:40:58,Good
1089,surakarta vintage,2,2021-09-02 12:59:40,"Halo, kenapa deteksi gerakannya tidak berfungsi setelah update yaa.."
1090,Puntadewa Rarung,3,2021-09-01 17:16:48,Motion detection mati saat update terbaru
1091,A 5,1,2021-08-31 08:19:07,"napa neh sekarang appnya slow rospon, koneksi juga jelek sering blank."
1092,BUMBLEYOH,2,2021-08-31 02:01:03,"All of the feature is working properly but the connection between the app and the lamp is sometimes disconnected, so please fix this."
1093,syahyad aryamehr,3,2021-08-30 23:49:57,"Sejak diupdate, kesannya respon aplikasi jadi lebih lambat. Terutama kamera cctv, loading streaming awal sangat terasa lambat"
1094,irwan salim,5,2021-08-30 14:22:42,mantaplah bgs bgt ez to use
1095,Aciu Zhang,1,2021-08-30 08:17:10,Nyesal beli cctv nya. Selalu menyarankan format memory trus .padahal sudah pakai memory yg sandisk merah putih. 128GB
1096,Kenzru Sinaga,2,2021-08-30 05:54:06,CCTV outdoor alarm diteksi gerak sejak update tanggal 26 agustus 2021 sudah tidak bisa lagi digunakan. Reques kedepannya area diteksi dapat plaksibel bentuknya bukan cuma kotak saja dan apabila ada yang terditeksi dapat dihubungkan keperangkat Bardi lainnya.
1097,Oky Mulyono,3,2021-08-30 00:58:14,"Setelah update firmware tgl 26 Agustus, CCTV outdoor Bardi tdk keluar notifikasi motion detection padahal motion detection nya sdh diaktifkan. Bagaimana ya?"
1098,Wahyu Kusumah Hidayat,1,2021-08-29 15:33:17,Ga bisa lagi connect dengan device sejak update ke versi terbaru
1099,deni pratama,1,2021-08-27 23:19:15,Schedule tidak bekerja dengan baik
1100,Asep Suherman,3,2021-08-25 17:18:05,Motion detection doesnt work after firmware update. Please fix
1101,Iqbal Syamsu,4,2021-08-25 01:58:49,"After updating the firmware to V5.2.1, the alarm detection doesn't work anymore. No notification as well. Before this update the alarm was okay."
1102,jonathan putra lesmana,2,2021-08-23 22:21:59,the home widget keep on blank white since the last update.. the tap-to-run icon back to normal after opening the bardi app.. but back to blank white after a view hours.. happened both on my device.. realme 5i and xiaomi 8SE.. please fix.. thanks
1103,Lady Stardust,5,2021-08-22 11:17:26,Easy to use.
1104,Rishang Asmadi,5,2021-08-20 18:48:14,"Respon appsnya slow banget, mau nyalain lampu gabisa-bisa. Alternatif pakai google home jadinya Edit: Nah sekarang performa apsnya cakep 👍🏻"
1105,Meilisa,5,2021-08-20 06:22:47,Saat disambungkan menggunakan android hotspot internet saya jadi sangat lamban. Bahkan tidak jalan sama sekali
1106,Hafizh,4,2021-08-20 05:25:35,sometimes the widget is not visible if you don't open the application first and the performance of the application must be improved so that it doesn't lag
1107,Samuel Mahulette,5,2021-08-19 16:00:52,"Great app, my known issues got some quick fixed"
1108,Junius Ang,5,2021-08-19 14:43:49,Really appreciate the improvement in UI side.
1109,Andyan Yoga,3,2021-08-17 17:00:17,"everything's working very well, but please fix the widget's proportion, like fix the device icon width and height when we resize the whole widget, etc. thank you"
1110,Tommy Ardiyansyah,1,2021-08-16 12:33:49,haloo...network problem since 2 days ago as well as tuya smart updated
1111,Satrio Arif Wicaksono,3,2021-08-14 01:21:24,"On scheduling you can add task but there's no delete task so if you messed up you have to do it all over again. In scheduling the label color is too solid, the picture is useless you can't even see it. It would be nice if you can costumize the label color transparency."
1112,Alifia N R,4,2021-08-13 14:28:20,"Saya suka banget sama produk smart bulb, bikin kamar jadi beda level. Asik buat nongkrong dan kerja. TAPI Akan jauh lebih ok kalau fitur Schedule ga cuma bisa ON/OFF lampu tapi jg bisa atur Scene. Soalnya kalo lampu off, nanti pas dia on bakal pake scene yg sama spt saat terakhir kali nyala kan. Jadi ribet kalo tiap mau tidur musti atur Scene Work yg nyala terang biar nanti pas pagi bisa auto ON nyala terang buat alarm. Padahal kalo malam kan pengen Scene Night yg soft plus auto off. Thx."
1113,M Lucky Fernando,2,2021-08-13 11:35:14,"I can't stream using mobile data, but when I'm in home and using wifi, it's work. Please tell me how to fix it, I can't do monitoring when I'm go away from home"
1114,Alan Khu,1,2021-08-13 11:14:55,"I can't connect to my LED bulb. It said it is offline. I have tried to reset the bulb, but now it's getting worse as I can't pair my device to it. Please fix this ASAP!"
1115,Deni Suwasta,5,2021-08-12 22:06:31,nice app
1116,Bun ciani,5,2021-08-10 10:18:36,Trimksih skrng gw gk perlu jalan buat matiin lampu
1117,Iqbal Putra,3,2021-08-10 03:28:45,Dark mode pls
1118,Mardy Yuwono,5,2021-08-09 14:13:16,"Pakai aplikasi yang versi terbaru 1.1.5 malah nggak bisa login, tp kalau pakai versi 1.1.2 bisa login, tolong diperbaiki lagi update an yg terbaru"
1119,Gary Christanto Hung,1,2021-08-08 14:36:34,"i can't connect my extension power strip at all, whether the light blinks rapidly or slowly (android)."
1120,Nhyr Nekho,5,2021-08-08 08:51:05,Very helpfull
1121,Taufik Sholeh,5,2021-08-06 23:52:45,bagus
1122,aaron panjaitan,4,2021-08-06 13:45:04,"good, just need some work on the alarm systemm.. it only gives u alarm, it doesnt show thw video that triggers the alarm"
1123,MHZ,3,2021-08-05 16:44:17,The app need to be update for automation or tap to run color scene cannot be change. Please update immediately!!!
1124,Adrian,4,2021-08-05 08:41:30,"UI untuk kontrol IP cameranya baik, bisa dark mode & lebih mudah di akses. Tapi anehnya belum ada toggle dark mode untuk main menu, mohon diprioritaskan dulu. Sy rasa aplikasi ini 95% sama spt smart home tuya, seharusnya lebih cepat untuk implement hal yang sudah ada."
1125,Taftazani Badawi,3,2021-08-03 19:05:29,CCTV di aplikasi sering offline dan ini susah untuk di hidupkan kembali. Terkesan antara aplikasi dan cctv tidak ada koneksi
1126,ayu natasya,5,2021-08-02 05:04:16,"Apk nya bagus banget, jadi ga perlu cetak cetek dan cocok banget buat kaum rebahan. So aku kasih bintang 5."
1127,Adi Pramono,4,2021-08-01 14:00:04,"Experience went mediocre, yet thid have potential. Need more clean UI as samsung does. Otherwise it went good kost of the time."
1128,Dany Pribadi,5,2021-07-30 04:01:37,good
1129,Kresensia Widya,2,2021-07-28 17:42:52,"Worked for the first few months but it makes my devices to appear offline after a while. Did uninstall and reinstall the app, resetting devices, still nothing works. The only difference is that the device that works are different ones. Please fix this."
1130,Wayan Ever,1,2021-07-28 09:07:18,I can't even use the smart location feature.
1131,Gus Ariy,4,2021-07-27 09:52:03,"Can you add ""change scene / colour"" to schedule automation?"
1132,Aldi Wirawan,4,2021-07-26 16:44:41,"Great app and product, and please add more a scenes for bulb or we can create a custom scene for bulb, and maybe the lowest level bulb is not enough, because i want to more darkest brightness level than the lowest brightness level."
1133,Herrys,1,2021-07-26 12:59:50,Not working at all....
1134,not me,5,2021-07-25 04:34:27,Aplikasinya mudah dan gamoang dpakai
1135,Ratna Putri Prati Sasya,3,2021-07-24 22:03:40,"No longer connected with Smart Things from Samsung. I cant use any automation I set up in Smart Things. And the automation is so complex from this App, I give up."
1136,Karwono Stephanus,4,2021-07-24 09:06:04,"Kalau jaringan PLN habis terputus, setelah nyala selalu offline, padahal jaringan wifi bagus, harus di matiin dulu via saklar manual baru terkoneksi lagi."
1137,Widiatmono Wibowo,2,2021-07-23 22:07:00,"Semua pengaturan automation hilang setelah keluar dari app, dan akan muncul setelah dipancing dengan bikin automation baru, sungguh merepotkan."
1138,Ghiffari Rizkitabuana,2,2021-07-20 07:54:07,"Kalo tiba-tiba internetnya disconnect, DIY IR remotenya ga bisa connect lagi, selalu offline, walaupun internet udah nyala, jadi harus reset ulang IR remotenya. tolong difix"
