"","text"
"997","cctv bardi  ngeliat mobil  derumah  aman dah   au"
"998"," ue firmware imera  damengirimkan notifikasi motion detection"
"999","tolong  fix  mode music  ngerekam aamera modenya ga jalan cuman warna merah doang nyoba  story  ig  gitu thanks edited nga ngirim teknisi    sofware lem tolong  baca  admin cantik"
"1000","tibatiba jdi ga  buka device manegementnya ga  setting lbih detialnya gitu"
"1001","request schedule can setting colour lamp"
"1002","resnya cebgt kualitas barang bagus  im nya love you bardi"
"1003","resif banget admin cs bardi cakep"
"1004","tim helk bener gerak cebuat nanganin   hebatnya  selesai  berhasil  mudah good job"
"1005","gada   nandingin bardi deh  after sales smart home    ah  temuin"
"1006"," tinggal i voice command   rumah udah kayak rumah  "
"1007","i led strirdi udah hamsetengah   mamkesini  sukaa banget  bardi thanks bardi"
"1008","  coba bardi   liat review  gausah khawatir udah i bagus"
"1009"," nambah   udah beli  i ketagihan"
"1010"," saudara temen ku racunin bardi  kwkwkwkw "
"1011","o bardi gada abisnya buset setiari  terusss hahahaha"
"1012","need more feature for cctv  alert video  not photo   playback showing time what i want to back edit  thanks"
"1013","i lamardi   ruangan mantep"
"1014","i rename my w bulb and then i cant enter manual tuning"
"1015","nuansa rumah  beda   bardi  serba ranstant ce bardi ngertiin kebutuhan  banget kalo  rumah"
"1016","aasi bagus taasih u   aiki ue  setiarangkat  fitur yg     door sensornya bunyi alarm nya  meneror    setting jenis suaranya berantens suaranya   ga  suara tada notif    buka salah  matikan  salah krna butuh tau kabuka u trus uma  review keluhan i    ue "
"1017","    mengaktifkan breaker switch   gratiskan aasi nyatidak berbayar"
"1018","this as running sluggish when i have many item thing and automation please make oization dev thank you"
"1019","beli cctv free  cable nya "
"1020","bikin rumah serba smart kontrol   hape"
"1021","wfh dirumah  bosen  set kamar dg lamardi  betah dirumah"
"1022"," star  bardi maju "
"1023","bardi smart wake ught nya  alarm  radio fm   ya top bgt bardi"
"1024","uct indonesia terbaik   sy  salah satunya  beragam uctnya mudah aksesnya ingnya  kualitas bahannya to kaleng trga  bersahabat"
"1025","simmudah  banget semoga  berinovasi "
"1026","bagus bgtt uknya gamdi connect  hsa bikin rumah   nyaman"
"1027","seru bgt a bardi smart bulb  led striu beli able  jg   aman  anak anak  bikin suasana rumah   berwarna"
"1028","please hire professional software enggiineerr please when i click notification view button it bring me to live view  not exact time as i expected  please do something shit fix it asap "
"1029","siren alaarm cocok bgt biar tidur gk berdaman  hlu bangung  on time kualitas tidur terjaga kerjaan  maksimal ngincer diskon  lol"
"1030","its a good a easy to use the notification run well i can connect and control hoardi will always do a useful ude and friendly alike this"
"1031","aroma diffuser cocok banget  ruang tamu  rumah wanginya beda seger "
"1032","cocok banget  jaga es   emi  ngga u  menyentuh alat alat  rumah smart home banget"
"1033","i bought bardi able  smart bubl and led strir my daughter to studying at home its really fun so she can  while learning bardi is so safe for children"
"1034"," assik banget  atur kecerahan  ganti warna serasa  dugem  rumah hahaha"
"1035","ok"
"1036","the connection between the and the device is not resive enough even with a good wifi connection it causes headache "
"1037","buggy laggy delayed"
"1038","smart wake u ngebantu banget sih tidur nynyak bangun on time gk ng"
"1039","bardi  baguus  lighting tambahan oshoot gak  nyesel i uk bardi"
"1040","pembantu  kaget lamtas nyala mati  hahah seru seru bgt anyway  bagus"
"1041","asli keren udah kayak sulaua   atur otomatis nginstallnya gamgw  coba uk   gk  hahaha"
"1042","this is my first time using smart homes related devices and overall my exence with bardi devices and its as great its meet almost all of my exations excene on message center for sound and motion detection notification when i click on view button its redirect me to live iew of associated camera this exence is bad i thinks the better way is to redirect me to back er and start the video from detection time"
"1043","mudah instalasi tdk ribet"
"1044","nyobain  bardi kirain  aja gak taunya seru barangbarang serumah   kontrol  hp fiturnya    belajarnya taeru  hehehe  mantul bgt dah bardi"
"1045","cam   bardi   keluarga   uk bardi cctv nya terjangkau  banget udah  ue firmware lgi  fitur   back"
"1046","huhuy"
"1047","kasih  seneng bgt udh  back s cctv  kasih bintang   back snya   cex    cek seharian biar ga   bgt kamera bening h sih ga  obat  bintangnya diganti  backs cctv   celg yaaa kakak "
"1048","ue firmware  mengembalikan fungsi motion detection yg  berfungsi  ue  terimakasih"
"1049","smart home controller for electrical aances"
"1050","cus buruan ude  v udah bener nih cejuga udah diurusin"
"1051","mantappp"
"1052","finally motion detection is back"
"1053","cant detect the bulb"
"1054","my lamnt connected to my e ive been trying for hours now"
"1055","cukuik asalahan bug   mendeteksi motion  ip cam   diaiki  firmware v admin instagram  cukumah semoga    errorbug   ahankan keramahannya"
"1056","maju  bardi  terima kasih  motion detectionnya"
"1057","keren bgt uean versi  backnya  dicen  kesini bardi  keren sukses  bardi "
"1058"," sih keren banget loh suka ama fitur    camera indoornya    ng memory    back s  motion detecion  sernya tuh  banget"
"1059","penyelesaiannya cebanget semhilang   hadir     ajib motion detectionnya "
"1060","please fix it ver  motion detector not working"
"1061","gak   ganti bintang    gimana   i hin aja kasih bintang  ya min maaf  ga gak ngerti ubah bintang moga  dah membantu terima kasih dah bikin ud  bener "
"1062","pelayanan gelo habis ue  onoff    motion detect  gw iseng donk bilang ya kalo gitu lu aja   mati nyalain kalo gam beneran  nih orang sinting"
"1063","ok  ngeluh seminggu   bintang   benerin   niat  maju aiki   back s saran aja  kalo kalo  sema tuh  ue  santi dikit"
"1064","kerennnnn suka bangetttt ama uk cameranya  motion detection   komunikasi  arahnya  ngnya  on   fliah ue  versi   s nya    back"
"1065"," tinggal bilang aja cabut colok dah beres nga kirim teknisi  rumah g    ribet sem alkohol  taaudah  nih bintang sesuai janji ya  dah   inya"
"1066","nice after uing cctv firmware to  and do some stetiom detection is working again fixed in  weeks thanks"
"1067"," lem terhkann"
"1068","gak sia sia gw bentak  lu nih sesuai janji bintang   i gw bener  "
"1069"," motion detection bardi ver   canggih"
"1070","mudah   memiliki  beberaerangkat  smart lamtv  smart ir  gw  terbaik  bardi smart home   smart irnya kerja bagus tim bardi"
"1071"," diue semga  habis  reboot udh aktif nih motion detectionnya keren"
"1072","good job bardi team ue fw   ga   lem   udah  fix motion detection  automation udah aman"
"1073","bardi aja kalo ngeliat gerakan mencurigakan langsung notif motion detectionnya muncul and   lihat   udah  fitur back snya "
"1074","problem solved thank you bardi"
"1075","great motion detection is back   thanks bardi smart home"
"1076","good job  cs bardi cetanggalam menangani  versi  udah dafitur back s   berfungsi normal"
"1077"," lengkah kerennya uk bardi  motion detectionnya"
"1078","ued and fine"
"1079","firmware version  finally brings back the motion detection awesome"
"1080","motion detection is back on firmware ued "
"1081","hard to "
"1082"," ue firmware     i"
"1083","saran aja tambahin quick acces  notifikasi biar  gam buka aasinya ngga  ribet  menu"
"1084","kenaetelah diue   banget lemnya kenaok videonya jd gak kesimdi memory  gak  back hadeeeh gimanaaa "
"1085","device offline abis diue"
"1086"," yg motion detection error   ue remove cctv nya   alalu  add    nyaman tainimal fungsi nya normal  semoga ue  aya ya yg  diukan    x s  x s   camencek cctv nya"
"1087"," gak  banget  ue kirain motion detect  bener bener engga   surveillance area setting  error gak habis r  ue emang gak  trial errornya  aaa  kalo  bales  suruh telnding gak  deh gak "
"1088","smart feature   sensor gerak mjd  berfungsi  ue agustus  mohon  diaiki  aasinya  ue disemakan  mengganggu krn beli bardi  utk otomatisme nya   ue aasi   berfungsi"
"1089","good"
"1090","halo kenaeteksi gerakannya  berfungsi  ue yaa"
"1091","motion detection mati  ue terbaru"
"1092","naeh  aa slow roskoneksi  jelek  blank"
"1093","all of the feature is working erly but the connection between the and the lam sometimes disconnected so  fix this"
"1094"," diue kesannya resaasi   lambat  kamera cctv loading streaming    lambat"
"1095","manta bgs bgt ez to use"
"1096","nyesal beli cctv nya  menyarankan format memory trus   i memory yg sandisk merah h gb"
"1097","cctv outdoor alarm diteksi gerak  ue tanggal  agustus       reques kedeya area diteksi dasibel bentuknya   kotak   ala   terditeksi dadihubungkan kengkat bardi "
"1098"," ue firmware tgl  agustus cctv outdoor bardi tdk  notifikasi motion detection  motion detection nya sdh diaktifkan  ya"
"1099","ga   connect  device  ue  versi terbaru"
"1100","schedule    "
"1101","motion detection doesnt work after firmware ue please fix"
"1102","after uing the firmware to v the alarm detection doesnt work anymore no notification as well before this ue the alarm was okay"
"1103","the home widget kee blank white since the last ue the tarun icon back to normal after ong the bardi a but back to blank white after a view hours haed both on my device realme i and xiaomi   fix thanks"
"1104","easy to use"
"1105","resaya slow banget  nyalain lamabisabisa alternatif i google home  edit   orma aa cake"
"1106"," disambungkan  android hotsinternet    lamban   jalan  "
"1107","sometimes the widget is not visible if you dont othe acation first and the ormance of the acation must be imed so that it doesnt lag"
"1108","great ay known issues got some quick fixed"
"1109","really aciate the imement in ui side"
"1110","everythings working very well but  fix the widgets ortion like fix the device icon width and height when we resize the whole widget etc thank you"
"1111","haloonetwork lem since  days ago as well as tuya smart ued"
"1112","on scheduling you can add task but theres no delete task so if you messed uu have to do it all over again in scheduling the label color is too solid the ure is useless you cant even see it it would be nice if you can costumize the label color transncy"
"1113"," suka banget  uk smart bulb bikin kamar  beda level asik  nongkrong  kerja     ok  fitur schedule ga   onoff lamag  atur scene  kalo lamff   on   scene yg    kali nyala   ribet kalo tiau tidur musti atur scene work yg nyala terang biar    auto on nyala terang  alarm  kalo malam  en scene night yg soft  auto off thx"
"1114","i cant stream using mobile data but when im in home and using wifi its work please tell me how to fix it i cant do monitoring when im go away from home"
"1115","i cant connect to my led bulb it said it is offline i have tried to reset the bulb but now its getting worse as i cant  my device to it please fix this asap"
"1116","nice app"
"1117","trimksih skrng gw gk u jalan  matiin lampu"
"1118","dark mode pls"
"1119","pakai aasi  versi terbaru   nggak  login tlau i versi   login tolong diaiki  ue an yg terbaru"
"1120","i cant connect my extension r stri all whether the light blinks ray or slowly android"
"1121","very hell"
"1122","bagus"
"1123","good just need some work on the alarm systemm it only gives u alarm it doesnt show thw video that triggers the alarm"
"1124","the aeed to be ue for automation or ta run color scene cannot be change please ue immediately"
"1125","ui  kontrol ip cameranya   dark mode   mudah  akses tanehnya   toggle dark mode  main menu mohon diritaskan  sy  aasi    smart home tuya   ceuntuk iment    "
"1126","cctv  aasi  offline   susah   hidu  terkesan  aasi  cctv   koneksi"
"1127","aya bagus banget  ga u cetak cetek  cocok banget  kaum rebahan so  kasih bintang "
"1128","exence went mediocre yet thid have ntial need more clean ui as samsung does otherwise it went good kost of the time"
"1129","good"
"1130","worked for the first few months but it makes my devices to ar offline after a while did uninstall and reinstall the aesetting devices still nothing works the only difference is that the device that works are different ones please fix this"
"1131","i cant even use the smart location feature"
"1132","can you add change scene  colour to schedule automation"
"1133","great and uct and  add more a scenes for bulb or we can create a custom scene for bulb and maybe the lowest level bulb is not enough because i want to more darkest brightness level than the lowest brightness level"
"1134","not working at all"
"1135","aasinya mudah  gamoang "
"1136","no longer connected with smart things from samsung i cant use any automation i set u smart things and the automation is so com from this a give up"
"1137"," jaringan pln habis ters  nyala  offline  jaringan wifi bagus   matiin  via saklar manual  terkoneksi "
"1138"," aturan automation hilang    aan  muncul  diing  bikin automation  sungguh merean"
"1139","kalo tibatiba internetnya disconnect diy ir remotenya ga  connect   offline walauinternet udah nyala   reset ulang ir remotenya tolong difix"
"1140","suka ga berfungsi  aiki donk bugs nya parah euy"
"1141","i cannot install this a have the screenshot  check i have bought your uct"
"1142","good abut i do have a request for air conditioner funtion esally for availability on swing setting for smart ir"
"1143","the aequires constant restart whenever i od it after i used another and i have to keeis ad when im on music mode  the lights also dont sync really well with the beat and sometimes it delays not sure if thats a lem from the ar not really ho for a stability imement though"
"1144","membantu mengontrol kaian listrik"
"1145","please fix automation in when location changes it cannot be set the location stuck at next button"
"1146","trying to set utomation leave home but after selecting the location i could not continue the ress because the next button didnt work"
"1147","cant oin miui  android  software issues i guess"
"1148","good"
"1149","it work ok all this time exce have my smart breaker that sometime need reconfigure to connect my wifi"
"1150","would be  star if the aan change the s to fastforward when looking at back video cctv or if we can safe  days or hours video without sing record button and wait until the time we want i hoou understand my english is bad"
"1151","the bardi smart as good  but  ue the back s setting features we need the faster back s like x x x its very wasting time to watch the whole recording"
"1152","berfungsi  normal  ngkat smart light bulb milik  semoga awet"
"1153","after i connect my wall switch to the ay   and garden lights are turning off and on randomly and i have to keeitching them on off"
"1154","the aometimes lagged it keoading but nothing i turned off my internet and turned it back on but its still lagged then i had to restart my e first so i s mins just to change my light this morning please fix this"
"1155","cool"
"1156","very good for home use"
"1157","kirain buatan indonesiatidak tahunya im"
"1158"," ditambah  stb evinix h "
"1159","for the  month light bulb always considered offline unless we othe acannot run automation from widget anymore scheduled automation not triggered because of this already re multitimes"
"1160"," out of  times not working cant change brightness"
"1161","  fitur fast forward    back  cctv   "
"1162","good enough functionality good i have a request tho  add functionality to create ta run based on current setting in my case i have light bulb and cannot set the color in the ta run menu"
"1163","why is there a need for registration"
"1164","with regards to the smart lightbulb the music mode doesnt seem to be able to run in the background even though i have locked the an the ram which i got gbs of please fix this thank you"
"1165","cool and system"
"1166","  dark mode utk aasi "
"1167","soticated"
"1168","accidentally ued ip camera to the latest firmware and now its motion alert function aently defunct under irlit condition i should buy the new pir sensor i guess because it is what the marketing team want got  bardi devices and managed to set dozens of smart automations using this and found out lately its getting to feel chunky a lil bit when i oload and ote my devices manually through the app"
"1169"," tarun mauautomation  pilihan reverse switch  led bulb        pengaturan countdowndelay time   mode slider   sangatsangat sulit "
"1170"," ue two way talk nya ga   diatur tetaja  bs one way communication tolong  aiki ue "
"1171","i can control bardi with this a but i cannot integrate with google home"
"1172","technology bring satisfaction"
"1173","bagus"
"1174","amazing"
"1175","  sungguh mantab"
"1176","bagus bgt aasi thank youu"
"1177","good aation"
"1178","amazing uct"
"1179","bagus anya"
"1180","its fast secure excellent services"
"1181","dentastix tonget"
"1182","very usefullsleetter with the diffuser "
"1183","bardi memudah hidup"
"1184","thank you ya"
"1185","best uct ever"
"1186","thanks baedi"
"1187","good design and technology cantik  sim  varian  kegunaannya goodgood"
"1188","aasinya keren"
"1189","very comfortable to use"
"1190","nice"
"1191","good "
"1192","nice afor outdoor and indoor cctv"
"1193","keren  cangih  dikontrol  hp"
"1194","smart solutiom yg canggih  terjangkau"
"1195","aemote yg  canggih uk variatif  harga relatif terjangkau"
"1196","fish feeder cukuaktis utk haraan ikannya"
"1197","smart home living make everything simand easy"
"1198","mantap"
"1199","mantasudah i  ma x kenal nih merk"
"1200","good a good uct but the timing between music and light color is terrible for me its around  seconds edit also add more scene color  aint enough maybe  color or better infinite"
"1201","canggih"
"1202","bardi smart home good app"
"1203","great ucts n great a useful"
"1204","good start for iot "
"1205"," tertarik dgn cctv"
"1206","its very cheap"
"1207","need an added feature of connecting smart device with more than one smarte edit thanks for the rese now i can hardly figure out how to manage smart device to more than one smarte"
"1208"," "
"1209","good app"
"1210","nice amakes life easier"
"1211","bardi uk lokal  bagus"
"1212","  bardi   membantu daily routine and  rumah   nyaman thanks bardi "
"1213","ive just installed this and its quite hel for me who have the ucts"
"1214","great item"
"1215","interface is so boring"
"1216","good"
"1217","the as slow resing and cant save anything bad"
"1218","canggih menarik  dicoba"
"1219","  cctv  lamasi  mudah         landscaode   streaming cctv  aasi  berjalan mnt keatas  kamera  blank hitam   halaman fullscreen cctv  restart aasi  berjalan normal "
"1220","enaknya  liat langsung uknya marketing nya ramah"
"1221","  automation sei  direview orang aasi ga   automation kalo ditinggal otomatis mati kalo  datengin otomatis nyala "
"1222"," halama keren taetelah kaian sebulan bardi lamya  banget offline sebulan   kali offline       jam   coba beragam saran  tersedia  faq  forum  ngikutin alaman kai sejenis tetak membaik jarak router  device cuman meter  restart device jutaan kali uninstalledinstalled arestart networking  meskiharganya  bersahabat sayangnya gak seramah   kesehatan mental"
"1223","having serious trouble with smartthings integration i heavily use smartthings with bardi ucts everyday but somehow for the   days it sto working the bardi aant even connect to smartthings and i cant control my devices please fix this asap then i will fix my rating a good uct and averall but this error makes the entire exence unusable and annoying"
"1224","lock ern dis not visible on dark mode dis"
"1225","  inovatif       notif motion detected ar  user click  notif   nya user langsung diarahkan  back    detik  motion terdeteksi  cctv   menu message alarm  user memilih salah  message alarm cctv aasi langsung membuka back  jam motion tsb ar"
"1226","the pruduct is very good"
"1227","sim easy"
"1228","okesudah i"
"1229","nice"
"1230"," add more feature esally for whitecolor mode selection on schedule"
"1231","why it doesnt works  disconnected from server"
"1232","aasi  dibuka kadang telat refresh status ngkat onoff tolong diaiki ya"
"1233","good ano lem at all but can you make some on like scenario or security ile so i can choose how i want to set my security based on ile setting like full armed disarmed armed backyard only armed frontyard only or any custom arming ile its a little difficult to activate and disactivate setting one by one device"
"1234"," berguna  yg suka smart home"
"1235","aasinya mantabs nih simdan memuaskan"
"1236"," years after using this google assistant getting worst and cannot conttol how to trun on and off sally the infrared remote"
"1237","tot"
"1238","   i ecosystem bardi aini cukumadai taalau  rencana integrasi  samsung smartthings lun aini smartthings    mendeteksi bohlam nya    atuya yg  sei smartlife  globalsuite seamless integration  smartthings"
"1239"," cctv  switch on off      tetuntuk led bulb kenaetiati listrik   setingan   schedule  otomatis hilang    lamalam  nyala  jam tamn  aasi bardinya  offline    re ing  konek   bikin schedule    led bulb  buruk "
"1240","on location changed automation is not working better fix it and i will change the rating later"
"1241","kemaren ganti  aasi smart life      device  offline  google home talo buka abardinya  connecting ulang coba aiki aya  gabisa  ntah suara  always offline"
"1242","mantap"
"1243","good"
"1244","enakan pakai smart life  kebanyakan error aasinya"
"1245","devicenya cukumbantu taaat   menyalakan ta run  routine  google home tertulis could not reach bardi home   bantu   membeli device bardi  smarthome dadi kontrol  google asisten sehnya"
"1246","tolong tambahin scene     unit lamgbww  ue aasi  terima kasih"
"1247","ya   ya nya "
"1248","playback cctv outdoor not smooth  sec lag"
"1249","really bad video back ormance how come there is no fast back s cant directly download video either ridiculous"
"1250","aang  membantu rutinitas    countdowns timer nya susah innilai  i sliding coba   form isian nya beraetik terima kasih"
"1251","good"
"1252"," mudah  masukkan aja  device  dgrougi model tree kalo   device digrouevice yg masuk  grouncul terh kesannya   device"
"1253","i have bardi led light but first i try it not glow but when i try it again it glow so cool"
"1254"," mati lamidget tarun nya ga    buka aasi manual"
"1255","good"
"1256","penyimn     katas memory card   berkurang  tetaidak  video   ditaman  dir"
"1257",""
"1258","the aas easy to use its user friendly for sure i use it only for the smart lamntil it gets offline everyday and i cant even turn on my lam tried the solution on the web still nothing so yeah "
"1259","error network  try it again  its ha just today yesterday its working fine please fix it"
"1260","beli lamwatt   ama bagus lancar masuk   lamering offline  aasi   ulang tdk   offline lg l wifi lancar tdk diubah  ragu tdnya  ubah  kamera dr siomay  bardi"
"1261","setialuar jaringan wifiah jaringan  wifi yg konek langsung dg unit unit dianggafline    h   konek trus offline  direset   konek  tetaetialuar jaringan  offline trus fungsi otomatisnya   gagal back to manual"
"1262","turning onoff lamsing the widget sometimes has a really long delay and the music function doesnt seem to work"
"1263","i am using event recording i found that the sd card stored video since the storage was used about gb of gb but there is nothing to  when i run back i tried and formated sd card many times and still doesnt work"
"1264"," bingung  claim garansi wa  jkt disuruh cari collect t terdekat  surabaya  untungnya  dideket rumah langsung contact  drorang  tokonya ga  ribet ditukerin  makasih jp sbybardi  the best"
"1265","fitur cameranya mohon  ime  notifikasi  motion detektornya   klik  mengarah     gerakan  iew videonya"
"1266","whats wrong with this a suddenly the automation is not working at all useless"
"1267","my schedule for bardi smart bulb lamnt functionwork make me turn onoff manualy meanwhile my ewelink my roborock s max  my imart bulb lamrrectly working whats wrong with bardi smart bulb lam "
"1268","tolong dibuatin widget  kamerabiar g  buka a"
"1269","mntap"
"1270","membantubsekali"
"1271","very user friendly easy and fast setup"
"1272","automation  fitur location  berjalan aasi stuck disaat memilih lokasi  trigger     memilih lokasi   next tombol next  berwarna biru taetika ditekan   a"
"1273"," yg ir tombol more  ac  diy ac maubawaan     ditambah  fitur ac yg ga  diadd  tombol more disana   berfungsi  semestinya rekalo  emg ga   an  mending tombol morenya hilangin aja  ac    gabisa   gaada tombol yg cuman hias doang"
"1274","i use it for lams great given the e ive to give credit to the aits intuitive and user friendly enough but theres a lem  out of  it failed to register command and shows device offline i need to turn the wifi onoff or restart the a after mostly  or  tries finally get the command working once then it tells me devices offline again i dont mind it has twice or thrice but everyday not unusable but often unreliable"
"1275","almost ect for better security this ahould iment  factor authentication when signing in to new device whether the fa using one time code sent to users email mobile e or authenticator aitll be disastrous if users bardi account got hacked and the hacker can take over all of the smart home devices on that account"
"1276","the internet was stable but not ect on use the apps"
"1277","ac always disconnected when modem restart"
"1278","cukuas  berharadate  widget  samsung device yg  dinamis sei dark n light theme  by system default  yg    kaku  thanks"
"1279","lameringan offline  google nest  i aasi  kadang i aasi bardi  offline   sya i lamerk   jaringan yg sma tdak ah seringan offline"
"1280","using cctv cant jum desired time when using back it says end of video when time bar shows otherwise please add fast forwards selector when back"
"1281","make life easier but often disconnected"
"1282","when i try to othis ats always force quitwhy is it ha"
"1283","aeerashing"
"1284","good uct"
"1285","mohon mode lihan  countdown  extension power stri smart  automation diubah  bentuk slider  bentuk jam menit  detik bentuk slider  sulit  memsikan  countdown yg  terimakasih"
"1286","  a task   lamw rgb trus  error   reset lamaya eh udah konek task udah susah h   ga   tolong  diudah ganti tasknya    dibilang deleted doang  edit tasknya  bagus    assign task   terbuat  device   biar ga ribet  tolong tambahin feature duate task biar klo  bikin task  ang sequence nya ga ca tolong ux nya  diatikan"
"1287"," membantu mewujudkan layanan rumah smart home"
"1288","hallo bardi tolong   fitur back s x x   tanda   gerakan    krusial smentara    uk bardi"
"1289","its ok"
"1290","very very useful avery recomended if somebody using bardy iot ecosystem"
"1291","recommended acations easy to use"
"1292","bardi stuhome"
"1293","too bad it doesnt sut ifttt i know i couldve used smartlife but somehow the timing of bardi as just more accurate"
"1294","need widget sut or button that can be stickied in notification bar for easy turn onoff features"
"1295","when i used android device and used this aation about  months ago i always got lem with bardi device status connected but cant access by mobile network only by wifi while when used ios this lem does not exist  hel"
"1296","susah connect susah setting lamitaruh diteras tausah connect  wifi yg   meter jaraknya jadwal   gagal  koneksi s"
"1297","can you make back s cctv more fast"
"1298"," suka uk bardi mohon   fitur rateskwh  uk yg memiliki fitur energy monitoring sei smart  terimakasih"
"1299","barang bagus tamart ir nya   share setting remote      share settingan remote   share   share   akun   setting remote nyasebelumnya otomatis tantah kenaiba "
"1300","  rgbww controller taengaturan warna rgbww    bersamaan   warna   diatur rgb terh   ww terhsemoga ue      aturan warna  rgb  ww  bersamaan"
"1301","how to use night vision"
"1302","ok"
"1303","ga  feedback diaasi  notifikasi  motion sensor   long alert   mode silent getarnya ang x   aja cukuendek x sbnarnya  aja dsetting vibration  long alert  off  notif getar  ek x balasan   mengecek  aasi setting  mematikan vibration  longbell notif   danotif getar x  ms   dihidu longbell nya   danotif x ms ntar ane iki "
"1304"," cctv kayaknya u fungsi jum time  back s deh  tekan notifikasi alarm kayaknya bagus   langsung jum  alarm nyala instead of buka camera nya aja"
"1305","two way ser doesnt work"
"1306","need imement"
"1307","to"
"1308","there is firmware ue but always failed when the ess and now i cant ote my cctv because always show the ur doing ue but nothing can do i did reinstall but no works note ue v"
"1309","cant connect togle home try to register using two different e and different email bardi home install correctly and device can be controller using bardi home abut each time try to link the ao google home the linking ess successfull no error message but device on bardi no shown u google home"
"1310","ue firm ware cctv always request format sd card already contact customer sut and they ose to buy selected brand of sd card why they ose it are there are any otion via bardi from the selected brand its not the solutions and i think what are the different from the brand the main issue not came from hardware but from the firm ware please check it in my oon hardware not de from the brand as your info i am using famous brand"
"1311","good"
"1312","ive been using bardi led bulb for years love the uct and setue static outdoor cam lately but it was going awful for the  months i have mbnternet connection which is enough to sut the cam but it always indicates the cam went offline for several hours and back to normal again the router was right behind the window  cam i cant use the onetwowaytalk anymore and i dont know what the causes are because it doesnt have much information on heltegory in the app"
"1313"," berjalan normal tada  fitur  wajib    memilih salah  alarm  munculterdeteksi  menu message  langsung diarahkan  back    set  alarm  terdeteksi    scroll   manual   menghabiskan  semoga ue   mengakomodir fitur sei  tks"
"1314","as laggy music mode is delay add more on in automation to control the colour add more feature mode to control"
"1315","works just fine"
"1316","  loading camera tolong  fix "
"1317","problem solve  lancar  s ultra thanks  aikan nya"
"1318","tolong tambahin fitur   membuka rekaman  menggeser   keterangan jam  menit  berag digeser tsb"
"1319","  bardi smart  jadwal auto onoff wms  ngkat wifi  teta  jadwal onoff jalan si smart   nyala   yg dii koneksi wifi   mati  smart  memory  jadwal sei  sei merk somai"
"1320","my choice of iot devices do add more ucts"
"1321","good hardware mine is rgb led striut the as kinda unresive from time to time"
"1322","overall the as quite good but make the cctv re can be  by x x x or x it will make user be easier to find something also make a feature for readeditdelete caty data on microsd in the cctv for the automation feature  contact sensor to siren alarm make the condition can be like this  if contact sensoron for s then alarm sound so i mean add the timer condition or something like that thank you bardi team"
"1323","tolong  aiki  aasinyadari ue terbaru   gabisa lihat menu cctv  normalloading "
"1324","please ime schedule function where we can adjust brightness and color too in led rgb light"
"1325"," resif"
"1326","bardie mantab sangan cctv  swab center sukses ding teknisi  bardiegunaan software mudah"
"1327","fitur musiknya ga asik"
"1328","  dihubungkan  google assistant"
"1329"," bagus  beberaulan fiturnya gk berjalan normal"
"1330","semenjak ue  buka kamera muncul establishing encry channel udh  jam didiamkan ga aruh  clear cache  data  klo  ios lancar  bintang  samdiaiki     bintang sorry bardi"
"1331","smart outdoor static ip camera cannot dis images on the samsung s ultra device"
"1332"," ue  perangkat bardi   terbaca   reset ulang  tolong aikk"
"1333","aasi bagus mudah dii taangat sulit    mundur back   menit  range   diebar  mudah    mundur back   menit terima kasih "
"1334","how can i view from amac if only view with h is useless"
"1335","keeading to view camera hv waiting for mnt"
"1336","need to be better integrated with auch as samsung smarthings tuya  smartlife which has the same underlying software has better integration with samsung plus it is better to start certifying bardi devices to form like google home and samsung smarthings"
"1337","this acation can not be od and oted"
"1338","can not found bardi led striwhats wrong"
"1339","susah  stream channelnya udah coba  android  ios  aja"
"1340","good features but need more feature for automation and more sensor device like temture and humidity"
"1341","got a lem with establishing encryn channel in my outdoor ip cam when i othis aith my samsung galaxy s  solve it"
"1342","working as exed but it should be nice if we can inexact color like rgb number or hex color code"
"1343","add more feature"
"1344","nyecan qr code nya susah"
"1345","i cant download it"
"1346","hai bardibisa   dis cctv    kamera  tamn debisa  kasih on sam  "
"1347","after uing my air conditioning not working erly"
"1348","i need change the s for back cctv  develoat tools this is imant when i want to back very westing time to waiting the sus on the screen"
"1349","ui nya   ue interface nya kecen membuka aasinya  tolong  e memolehkan android  membuka aasi bardi hma  gabisa masuk bardi  force close"
"1350","sad acation"
"1351"," dimudahkan   aasi"
"1352","working great thank you"
"1353","i have bardi smart bulb w after  month using now the color can be turn on it just the white and yellow lamat ha  i have try to unistall the aeconect take off than on back the lamt nothing ha to color lamp"
"1354","great app"
"1355","connecting the lams  "
"1356","pleas add fast forwardfast backward in back menu in cctv device its so annoying to scroll second by second to see the back record"
"1357","widget rese is too slow"
"1358","really unresive take a long time to get current state of the lamen when connected on same network"
"1359","playback ip cam mohon  menu memevideo"
"1360","ah   mengunakan pc la  cctv nya"
"1361","susah ingnya  udah keinstal  offline  restart   tolong  aiki"
"1362","hohere will be scheduled scene features not just onoff"
"1363","love the uct tolong aiki   beberaitur    fitur sync lamong su  control  lamebih  bersamaan tanenggunakan tarun  ruangan  i  dri  lam slider flash s   scene tolong  hatkan angka krna sya  ngesync  lamaya  fitur scene music  berjalan   buka aasi halaman music nya no  ng butuh thanks bintang  menyusul"
"1364","just bought the smart bulb and it couldnt connect at all with the app"
"1365"," sei  mengontrol beberaamalam  ruangan taekarang    gimana ya"
"1366","the new ue such a  in the ass you need like have to set  settings just for controlling one light bulb smh"
"1367","kereennnnnnn"
