"","klasifikasi","score","text"
"836","Positif",1,"labug  menyalakan lamerkadang tombol onoff  aasi  sesuai  kondisi realtime lamlamidak offline   tombol onoff  aasi ditekantekan dinyalakan  dimatikan lamidak meressama   koneksi internet lancar  catu daya lamersambung     aasi bardi smart home server  firmware  lamardinya"
"837","Positif",1,"  make bluetooth biar enak"
"838","Negatif",-2,"tiabis mati lamemua devices gaberfungsi  mesti add ulang   sengaja beli beberaroduk bardi  rumah biar tis "
"839","Positif",1,"lameinkink it destroy your eyes and cant connect what is wrong with you making blinking lam an indicator for no connection very annoying   jg offline  anjirrr aneh banget haaaaaaaaa kesall"
"840","Netral",0,"cant sut g wifi  cant use the device also"
"841","Netral",0," cctv gabisa liat back wlauudh  micro sd card eror mulu fungsi yg teri  liat live  cae o movements detection"
"842","Netral",0,"resaasi  lambat banget     resif  sei  ios"
"843","Positif",3," membantu    set han warna  scene  scene mode  diue   muncul custom yg  luas lg  han warna  scene  kustomisasi scene automation oyahh kalo bole ui aya  ditambahin fitur dark mode sdk  mata sakit  membuka aasi  kondisi gelanw great job bardi"
"844","Netral",0," ue aasi  terbaru  kali tertulis device offline  jaringan wifi  bermasalah  restart aasi     "
"845","Negatif",-1,"berfungsi cmn   aja setelahnya ngga kadang macetan  hidu matiin lamukannya  tmbh mudah mlh tmbh ribet"
"846","Netral",0,"need dark mode asap"
"847","Netral",0,"cctv always offline"
"848","Netral",0,"good aeed to ime to sut mucrosd gb because it runs well on gb"
"849","Netral",0,"evertime i oit always crash  closequit immediately"
"850","Netral",0,"cant connect bardi smart light bt series with my device and also its hard to connect with my other device"
"851","Positif",1," restart   kedadikin ng  harga  kualitas"
"852","Netral",0,"please exn why bardi ed from my clird when started"
"853","Netral",0," udah ikutin instruksinya kenaa  konek ni feeder"
"854","Netral",0,"please ue facebook login method its broken i cant login using facebook"
"855","Netral",0,"device  offline walauterkoneksi  wifi  membuka aasi   mengontrol device"
"856","Netral",0,"remote ac so slowwww rese"
"857","Netral",0,"the devices are on good network but the status are offline most of the time and they inocently just ask you to reset  re pairing this is not smart at all this is stupid"
"858","Netral",0,"aasi   terbuka   install ulang tetak "
"859","Netral",0,"bardi  gang switches  muncul   google home   switch  switch   switch all   switch     mengontrol via google assistant   switch  switch    switch  switch    dikontrol   muncul  google home"
"860","Netral",0,"kerenkeren uknya"
"861","Netral",0,"nice apps"
"862","Netral",0,"aasi gak   wifi terbaca offline trus coba reset  reinstall aasi  gak  login  bardi"
"863","Negatif",-1,"ga  login via facebook ue la"
"864","Netral",0,"its make me u just to try ingan extension r socket"
"865","Netral",0,"turning on my simlightbulb is like ing dice some days its flawlessly worked other time it will require you to change network force closing the aesetting the bulb and other sturitual just to turn it on the future looks cool with aontrolled gadget just not the one made by bardi"
"866","Positif",1,"  bagus  dadi osikan melaui ngkat pcla"
"867","Netral",0,"buruk  device   f andoid    cctv indoor ptz     cctv   private mode taasih   live nya  device  maudari device  ygdi share samskrg tdk  ue  megatasi bug  "
"868","Netral",0,"this as not good use the smart life ar tuya life anstead of this one works way better"
"869","Netral",0,"produk bardi mantaabzz pas   langsung ditangani team home care thanks bardi"
"870","Netral",0,"please add on to disable audio recordings in case i want to cae video only with no audio"
"871","Netral",0,"manta "
"872","Netral",0,"it just ken crashing ffs "
"873","Netral",0,"easy to use but not to stable the rgb scene not always keeer changes even after we submit  a the scene"
"874","Negatif",-1,"min   klo  ngkat ah temgitu tetesa nyambung  aa ya"
"875","Positif",2,"produk  yanan bagus sukses  bardi"
"876","Negatif",-2,"gimana nih ganti hp seinya kemarin login via facebook taama facebook   decline ilang  settingannya mo setting  susah banget   auto t mode lamumah berjalan sesuai settingan  akun   aogin nya taamera ga  akses puyeng mo setting a air aja susah bener"
"877","Netral",0,"aasi nya  membantu   device bardi"
"878","Netral",0,"nice app"
"879","Netral",0,"ok"
"880","Negatif",-2,"   ga bagus aasinya matikan lam hidu lamaja ga   lambat  resya"
"881","Positif",1,"keren bardi"
"882","Netral",0,"led lamng canggih"
"883","Positif",1,"aasi   bagus  membantu smart living"
"884","Positif",2,"produknya bagus  csnya ramah good luck"
"885","Positif",2," bagus beli  store cabang mkg semoga sukses "
"886","Positif",2,"bagus uknya  csnya ramah best of luck bardi"
"887","Netral",0,"   sema kadang connect kadang gak infrared nya agi   remote  gak  dicover    taungsinya gak lengkaft tolong  diaiki"
"888","Netral",0,"good uct"
"889","Positif",2,"mantaaim garansi mudah terima kasih bardi"
"890","Positif",1,"led nya keren  diatur dr hp"
"891","Netral",0,"good service"
"892","Netral",0,"my lam on but it says offline really cmon man"
"893","Positif",2,"wow bagus membantu hidup"
"894","Netral",0,"my automation bardi lamt working with schedule set"
"895","Netral",0,"nice ao have a smart home"
"896","Netral",0," serius ngasih iklan   aa  launch udah gitu gabisa  skigi kudu nunggu  tau  ngeluarin uk   kerenkeren taalo aasinya  kasih iklan gini mah user exencenya  jelek banget easy to use but sorry i only give  star because of the ad"
"897","Netral",0,"uknya  belimasa aasinya  iklannyase deh"
"898","Netral",0,"bardi is a must have for all aments and houses it comes handy and easy to use"
"899","Netral",0,"this ashouldnot have any adv for the very first ong a if we in hurry it is so troublesome"
"900","Netral",0,"im using this aas ive hased  cctv everything works fine until today advertisement seriously ads everytime i othis aits really disturbing can you develo imagine the emotional feeling of a cctv user everytime received a notification on their e and have to wait  seconds because of the ads one of the reason i choose bardi from any other brand with comtive e range is because bardi is adsfree aim ho of an adsfree aon next ue thx"
"901","Netral",0,"you need to do something about this a ty sure my internet is okay but still cant connect to the smart bulb"
"902","Netral",0,"good quality and good service for installation"
"903","Netral",0,"first of all im ty sure that my lam turned on but the aetected that my lam offline its really annoying because i cant do simthings like turning on and off the lam come on its been like forever that this aoes this and last really ads"
"904","Negatif",-1,"ayang berguna  smart  nya mohon ue nya min al informasi ngkat smart    rinci "
"905","Netral",0,"nice"
"906","Netral",0,"alhamdulillah asalahan aasi yg   jalan  android   diatasi  njuk  arahan  heybardi tech sut semoga ue resminya   yaa"
"907","Positif",1,"why cant i change light color in automation and ta run mode"
"908","Positif",3,"bagus memudahkan  h inovasi"
"909","Positif",2,"   lancar  kota  buka aya force close  please fix it problem  direvisi dihubungi via wa dgn trknisi   aue terima kasih bardi"
"910","Netral",0,"aasi berjalan normal  smarthe"
"911","Netral",0,"good"
"912","Netral",0,"aasi berjalan  normal"
"913","Positif",1,"barang berkualitas  multifungsi  varian nya   berguna thanks bardi"
"914","Positif",1,"permasalahan   ditangani   tetaka muncul uor   menyalakan bluetooth  gungkin sinkronisasi  ah    es nya  kadang  restart aasi but thanks for recommending that number so i can get rid of my issues welldone "
"915","Netral",0,"force close teros"
"916","Negatif",-4,"beli r extension    trus kena air  jd rusak hubungi cs  ga   service   garansi manteh duit rb an jd sampah"
"917","Netral",0,"i cant get any list of tv to be added its weird other aances seems okay"
"918","Negatif",-2,"ga d ue  android  force storus ga  ngan  hag udh android  s ultra g parahhh"
"919","Netral",0," make ac version it would be better if you can monitoring cctv from larger screen or controlling lights from comr when you are working in front of comr"
"920","Negatif",-2,"ga   buka lg skrg aya tiaka crash  jd ga bs  stontak wifinya tlg  aikin  aya"
"921","Netral",0,"lamw eror mulu"
"922","Negatif",-2,"jelek sejelek jeleknya badbanget susah settingnya  connect  devicenya aja  cem koneknya"
"923","Netral",0,"too much error nowdays"
"924","Netral",0,"gak  dibuka  android  samsung s ultra"
"925","Netral",0,"works very well no issue at all"
"926","Netral",0,"why it kerashing on one ui "
"927","Netral",0,"aasi loading tiada henti  muncul no network  sinyal wifi  internet cukuat"
"928","Negatif",-4,"beneran jelek  software command kadang jalan kadang ngga   ga jalan sih  fungsional software buruk taroduk bagus mohon rammer  kerja keras  wkwkwkwk"
"929","Netral",0,"the run ectly until recently anly ofor just one second and force sto it self now i cannot control all of my bardi device"
"930","Positif",1," star for dark mode"
"931","Netral",0,"halo bardi tolong dibantu ue anya stelah ue  android   samsung s ultra  skrg aelalu crash setiabuka"
"932","Negatif",-1,"bug  static outdoor cam  udah  sdcard yg memenuhi minum syaitu sandisk ultra microsdxc class  original setiabis katasnya back error  gak recording      auto delete solusinya  mesti format sd card setiaminggu  berfungsi normal  menyebalkan"
"933","Netral",0," software hmsung  ue cctv langsung   connect"
"934","Negatif",-3,"ui ny ribet drag n dronimal   desain room ny jgn model browser tab taolder kaya win exer  kalo  kasih fitur disar  all device  ganti unassigned kalo  rumah   engga  bngunan rumah say m x m x lt  ng an switch  lusinan socket   ngonekin  ajuga kadang susah  reset beberaali  alag internet mb wifi mesh  konek g brosis say ngasih suggest bkn utk dihatauat im  a"
"935","Positif",1,"the smart socket works out well for me masukan  embang aasi kalo  aasinya dibikin   format landscaiar nyaman   tablet"
"936","Netral",0,"when release new ues for android "
"937","Positif",1,"dg vivo v tdk  konek "
"938","Netral",0,"arashed after uding e software to the latest version android   fix it and ue i use much bardi devices at home which unable to use now"
"939","Positif",2,"fitur musik  lamya  akurat  sesuai  musiknya"
"940","Netral",0,"tolong diue  android      terimakasih"
"941","Negatif",-1,"  eror crash ga bs diadi samsung s ultra"
"942","Netral",0,"works great with new ue etc  add widgets so i can change light tem color without ong app"
"943","Netral",0,"its been  weeks since android  and you havent ue your a it doesnt work with android  for security camera its very crucial i even bought other brand because your camera is not working not buying this brand anymore"
"944","Netral",0,"i used this afor months and its working great but since the software ue for one ui  i cant use the at all it keerashing please fix this issue"
"945","Negatif",-2," ngebug  abis mati lamiba  lamardi kedidiiring       local ap doang  reset ulang "
"946","Netral",0,"aidak  dibuka force close   ude  os android  mohon erahannya"
"947","Netral",0,"comment for the android tv ahe multi channel iew doesnt have a button to confirm  remember the selected multi camera when you have more than  connected camera"
"948","Positif",1,"aasi bardi tibatiba error  ikuti uan tetaja   mohon bantuan  solusi   "
"949","Negatif",-1,"android  ude   aasi nggak  jalan"
"950","Netral",0,"not working on android  please hel fix"
"951","Netral",0,"doesnt work at android "
"952","Netral",0," widget   simkayak x taecil"
"953","Netral",0,"hel"
"954","Netral",0,"kenaa  connect  tv udh d scan barcode nya"
"955","Netral",0,"review    fitur sorting motion detection  asc  desc    yg ng  adlh yg ng terbaru   lihat     scroll     filter range motion detection berdasarkan  contoh   lihat motion detection yg tercae  selang jam  samjam     alarm  klik view  diarahkan   kejadian taiarahkan  live camera"
"956","Netral",0,"after ude asystem samsung galaxy s cannt othis aanymore"
"957","Netral",0," fix bardi acrash on android  samsung s ultra "
"958","Netral",0,"hi ive been using bardi for several months  homes and it is a great exence for me but recently ive uded my e to android  samsung oneui  and the aee crashing can u  make it comble  "
"959","Negatif",-1,"its useless because the smart switch that i bought at the online store doesnt have a memory comnt to save settings when the r is turned off from the source a very fatal flaw and not worthy of being called a smart home tool its just a waste of my time because every time the r goes out i have to make the settings again one by one and the most annoying thing is that every day the tool can turn on or off itself like someone hacked it"
"960","Positif",3," bingung banget masangnya untung csnya ramah banget ngasih tau samerhasil trimakasih yah semoga rezekinya csnya lancar "
"961","Netral",0,"how to connect two smarte in one bt w rgbww bulb"
"962","Positif",1,"aasinya   intuitif  gak tolong tambahin otomasi   intuitif   kalo listrik rumah jeglek dihidulama   hidu siang  paham maksud  gk   seting  lamidur     salah si aasi  otomatis matiin  karna     siang  no alasan   janji kasih bintang   teteke bardi"
"963","Netral",0,"the widget very unresive so its take a long time to activate my device how long to waiting bardi fixing this"
"964","Netral",0,"pake bardi  nggak u was was  kalo  ninggalin rumah   aktifitas  rumah   au   aman  nyaman   tinggal kemana "
"965","Negatif",-4,"  ue  kacau  ir remote existing daikin  error  ue onoff fan  suhunya add ulang ac daikin normal  test jalan  kode    dii    ue suhu fan  on off  aasi ir remote   restart   meresahkan   gimana  serumah i bardi   gini  "
"966","Negatif",-1,"kenaiba gak  konek  ac  ya    konek  bagus   ir remote trus uda coba direstart  konekin ulang tetea remot ac nya gk fungsikenaih bardi"
"967","Netral",0,"add widget plz"
"968","Netral",0,"hey  re this issue i cant login to my account it always shows network request failed please try again later"
"969","Netral",0,"pot unexed token  in json at tion  and i cant access through google nest mini"
"970","Netral",0,"good and useful"
"971","Netral",0,"i love your uct but  make the areater its suck make more feature and more user friendly i feel like its kind a hard to make some et and i feel like its lack of feature and not convenient  we already buy your uct now make the aetter"
"972","Positif",1,"please add dark mode"
"973","Netral",0,"overall exence bardi is one of the best smart gadget ave ever use good job"
"974","Netral",0,"it is a very good aor free but only few brandmodel of devices available ir control sally those old model of devices altec lansing"
"975","Netral",0,"i cant login using facebook"
"976","Negatif",-1,"aidak   pairing  berfungsi  rekomendasi barang nya bardi pairing nya ribet  susah"
"977","Netral",0,"widgetnya  ue terbaru  ga berguna shortcut suka hilang  buka aasi   muncul   udah buka aasi nga  widget shortcut  udah langsung eksekusi  aasi semoga kedeya shortcut widget berfungsi normal "
"978","Negatif",-1," ue terdamasalah serius  versi     ing  ngkat  hp  wifi yg   berjalan lancar meskitidak terkoneksi  jaringan yg  tetaetelah ue aasi     jaringan    aasi derjalan  lancar tolong aiki sistemnya sei "
"979","Netral",0,"keedated"
"980","Negatif",-1,"aasi sampah"
"981","Netral",0,"notification error"
"982","Positif",2,"anya bagus  mudah   jari semoga kedeya  maju     fiturfiturnya"
"983","Negatif",-1,"cukuas  uk bardi semoga kedeya  berkembang ya"
"984","Negatif",-1,"aasi oke banyakin toko aja  ya"
"985","Negatif",-2," lamadang schedule  bermasalah   mati case kadang  lamiarinya tolong  aiki   ue lancar aja"
"986","Netral",0,"ok"
"987","Netral",0,"suddenly the lam flickering by itself and not synch with my hande its hurting my eyes this is my first and last time using this lamm done"
"988","Netral",0,"clearly you guys need to ime connection between smart bulb and cloud its been several months and i dont see much imement mostly i need to wait around  min to turn lam and off which is unaccele for me"
"989","Netral",0,"seems like aor device like led bulb is unstable sometimes can control led bulb to switch non and off sometimes cant wifi signal strong and can browsing others and covered the led bulb area why it still haing till now hoo be solved in soon thanks"
"990","Netral",0,"sukak  tamn aa"
"991","Netral",0,"good enough"
"992","Negatif",-1,"masang doorlock  aemen sewaan  ga u cod tiaa  nyewa"
"993","Netral",0,"very useful  easy to use thanks"
"994","Netral",0,"since  days ago all my devices are not recognized by alexa what has"
"995","Negatif",-1,"bug nya tolong  benarkan    berah  white color scene menu nya  berubah  warna   geser warna lamidak berubah"
"996","Negatif",-2," orang kerumah  nanyain   lamang tinggal ngomong langsung nyala mati  hahah  bardi nih"
"997","Positif",1,"cctv bardi  ngeliat mobil  derumah  aman dah   au"
"998","Netral",0," ue firmware imera  damengirimkan notifikasi motion detection"
"999","Negatif",-1,"tolong  fix  mode music  ngerekam aamera modenya ga jalan cuman warna merah doang nyoba  story  ig  gitu thanks edited nga ngirim teknisi    sofware lem tolong  baca  admin cantik"
"1000","Negatif",-2,"tibatiba jdi ga  buka device manegementnya ga  setting lbih detialnya gitu"
"1001","Netral",0,"request schedule can setting colour lamp"
"1002","Positif",2,"resnya cebgt kualitas barang bagus  im nya love you bardi"
"1003","Positif",1,"resif banget admin cs bardi cakep"
"1004","Netral",0,"tim helk bener gerak cebuat nanganin   hebatnya  selesai  berhasil  mudah good job"
"1005","Netral",0,"gada   nandingin bardi deh  after sales smart home    ah  temuin"
"1006","Negatif",-2," tinggal i voice command   rumah udah kayak rumah  "
"1007","Positif",1,"i led strirdi udah hamsetengah   mamkesini  sukaa banget  bardi thanks bardi"
"1008","Netral",0,"  coba bardi   liat review  gausah khawatir udah i bagus"
"1009","Netral",0," nambah   udah beli  i ketagihan"
"1010","Netral",0," saudara temen ku racunin bardi  kwkwkwkw "
"1011","Netral",0,"o bardi gada abisnya buset setiari  terusss hahahaha"
"1012","Netral",0,"need more feature for cctv  alert video  not photo   playback showing time what i want to back edit  thanks"
"1013","Netral",0,"i lamardi   ruangan mantep"
"1014","Netral",0,"i rename my w bulb and then i cant enter manual tuning"
"1015","Netral",0,"nuansa rumah  beda   bardi  serba ranstant ce bardi ngertiin kebutuhan  banget kalo  rumah"
"1016","Negatif",-4,"aasi bagus taasih u   aiki ue  setiarangkat  fitur yg     door sensornya bunyi alarm nya  meneror    setting jenis suaranya berantens suaranya   ga  suara tada notif    buka salah  matikan  salah krna butuh tau kabuka u trus uma  review keluhan i    ue "
"1017","Netral",0,"    mengaktifkan breaker switch   gratiskan aasi nyatidak berbayar"
"1018","Netral",0,"this as running sluggish when i have many item thing and automation please make oization dev thank you"
"1019","Netral",0,"beli cctv free  cable nya "
"1020","Positif",1,"bikin rumah serba smart kontrol   hape"
"1021","Netral",0,"wfh dirumah  bosen  set kamar dg lamardi  betah dirumah"
"1022","Positif",1," star  bardi maju "
"1023","Negatif",-2,"bardi smart wake ught nya  alarm  radio fm   ya top bgt bardi"
"1024","Positif",1,"uct indonesia terbaik   sy  salah satunya  beragam uctnya mudah aksesnya ingnya  kualitas bahannya to kaleng trga  bersahabat"
"1025","Positif",1,"simmudah  banget semoga  berinovasi "
"1026","Positif",2,"bagus bgtt uknya gamdi connect  hsa bikin rumah   nyaman"
"1027","Positif",2,"seru bgt a bardi smart bulb  led striu beli able  jg   aman  anak anak  bikin suasana rumah   berwarna"
"1028","Negatif",-1,"please hire professional software enggiineerr please when i click notification view button it bring me to live view  not exact time as i expected  please do something shit fix it asap "
"1029","Positif",2,"siren alaarm cocok bgt biar tidur gk berdaman  hlu bangung  on time kualitas tidur terjaga kerjaan  maksimal ngincer diskon  lol"
"1030","Netral",0,"its a good a easy to use the notification run well i can connect and control hoardi will always do a useful ude and friendly alike this"
"1031","Positif",1,"aroma diffuser cocok banget  ruang tamu  rumah wanginya beda seger "
"1032","Positif",1,"cocok banget  jaga es   emi  ngga u  menyentuh alat alat  rumah smart home banget"
"1033","Netral",0,"i bought bardi able  smart bubl and led strir my daughter to studying at home its really fun so she can  while learning bardi is so safe for children"
"1034","Negatif",-1," assik banget  atur kecerahan  ganti warna serasa  dugem  rumah hahaha"
"1035","Netral",0,"ok"
"1036","Netral",0,"the connection between the and the device is not resive enough even with a good wifi connection it causes headache "
"1037","Netral",0,"buggy laggy delayed"
"1038","Positif",1,"smart wake u ngebantu banget sih tidur nynyak bangun on time gk ng"
"1039","Netral",0,"bardi  baguus  lighting tambahan oshoot gak  nyesel i uk bardi"
"1040","Netral",0,"pembantu  kaget lamtas nyala mati  hahah seru seru bgt anyway  bagus"
"1041","Positif",2,"asli keren udah kayak sulaua   atur otomatis nginstallnya gamgw  coba uk   gk  hahaha"
"1042","Netral",0,"this is my first time using smart homes related devices and overall my exence with bardi devices and its as great its meet almost all of my exations excene on message center for sound and motion detection notification when i click on view button its redirect me to live iew of associated camera this exence is bad i thinks the better way is to redirect me to back er and start the video from detection time"
"1043","Netral",0,"mudah instalasi tdk ribet"
"1044","Netral",0,"nyobain  bardi kirain  aja gak taunya seru barangbarang serumah   kontrol  hp fiturnya    belajarnya taeru  hehehe  mantul bgt dah bardi"
"1045","Positif",2,"cam   bardi   keluarga   uk bardi cctv nya terjangkau  banget udah  ue firmware lgi  fitur   back"
"1046","Netral",0,"huhuy"
"1047","Positif",2,"kasih  seneng bgt udh  back s cctv  kasih bintang   back snya   cex    cek seharian biar ga   bgt kamera bening h sih ga  obat  bintangnya diganti  backs cctv   celg yaaa kakak "
"1048","Netral",0,"ue firmware  mengembalikan fungsi motion detection yg  berfungsi  ue  terimakasih"
"1049","Netral",0,"smart home controller for electrical aances"
"1050","Netral",0,"cus buruan ude  v udah bener nih cejuga udah diurusin"
"1051","Netral",0,"mantappp"
"1052","Netral",0,"finally motion detection is back"
"1053","Netral",0,"cant detect the bulb"
"1054","Netral",0,"my lamnt connected to my e ive been trying for hours now"
"1055","Negatif",-1,"cukuik asalahan bug   mendeteksi motion  ip cam   diaiki  firmware v admin instagram  cukumah semoga    errorbug   ahankan keramahannya"
"1056","Positif",3,"maju  bardi  terima kasih  motion detectionnya"
"1057","Positif",3,"keren bgt uean versi  backnya  dicen  kesini bardi  keren sukses  bardi "
"1058","Positif",3," sih keren banget loh suka ama fitur    camera indoornya    ng memory    back s  motion detecion  sernya tuh  banget"
"1059","Netral",0,"penyelesaiannya cebanget semhilang   hadir     ajib motion detectionnya "
"1060","Netral",0,"please fix it ver  motion detector not working"
"1061","Positif",5,"gak   ganti bintang    gimana   i hin aja kasih bintang  ya min maaf  ga gak ngerti ubah bintang moga  dah membantu terima kasih dah bikin ud  bener "
"1062","Negatif",-4,"pelayanan gelo habis ue  onoff    motion detect  gw iseng donk bilang ya kalo gitu lu aja   mati nyalain kalo gam beneran  nih orang sinting"
"1063","Positif",1,"ok  ngeluh seminggu   bintang   benerin   niat  maju aiki   back s saran aja  kalo kalo  sema tuh  ue  santi dikit"
"1064","Netral",0,"kerennnnn suka bangetttt ama uk cameranya  motion detection   komunikasi  arahnya  ngnya  on   fliah ue  versi   s nya    back"
"1065","Netral",0," tinggal bilang aja cabut colok dah beres nga kirim teknisi  rumah g    ribet sem alkohol  taaudah  nih bintang sesuai janji ya  dah   inya"
"1066","Netral",0,"nice after uing cctv firmware to  and do some stetiom detection is working again fixed in  weeks thanks"
"1067","Netral",0," lem terhkann"
"1068","Positif",3,"gak sia sia gw bentak  lu nih sesuai janji bintang   i gw bener  "
"1069","Netral",0," motion detection bardi ver   canggih"
"1070","Positif",2,"mudah   memiliki  beberaerangkat  smart lamtv  smart ir  gw  terbaik  bardi smart home   smart irnya kerja bagus tim bardi"
"1071","Positif",1," diue semga  habis  reboot udh aktif nih motion detectionnya keren"
"1072","Netral",0,"good job bardi team ue fw   ga   lem   udah  fix motion detection  automation udah aman"
"1073","Netral",0,"bardi aja kalo ngeliat gerakan mencurigakan langsung notif motion detectionnya muncul and   lihat   udah  fitur back snya "
"1074","Netral",0,"problem solved thank you bardi"
"1075","Netral",0,"great motion detection is back   thanks bardi smart home"
"1076","Netral",0,"good job  cs bardi cetanggalam menangani  versi  udah dafitur back s   berfungsi normal"
"1077","Netral",0," lengkah kerennya uk bardi  motion detectionnya"
"1078","Netral",0,"ued and fine"
"1079","Netral",0,"firmware version  finally brings back the motion detection awesome"
"1080","Netral",0,"motion detection is back on firmware ued "
"1081","Netral",0,"hard to "
"1082","Netral",0," ue firmware     i"
"1083","Negatif",-1,"saran aja tambahin quick acces  notifikasi biar  gam buka aasinya ngga  ribet  menu"
"1084","Positif",1,"kenaetelah diue   banget lemnya kenaok videonya jd gak kesimdi memory  gak  back hadeeeh gimanaaa "
"1085","Netral",0,"device offline abis diue"
"1086","Netral",0," yg motion detection error   ue remove cctv nya   alalu  add    nyaman tainimal fungsi nya normal  semoga ue  aya ya yg  diukan    x s  x s   camencek cctv nya"
"1087","Positif",1," gak  banget  ue kirain motion detect  bener bener engga   surveillance area setting  error gak habis r  ue emang gak  trial errornya  aaa  kalo  bales  suruh telnding gak  deh gak "
"1088","Negatif",-1,"smart feature   sensor gerak mjd  berfungsi  ue agustus  mohon  diaiki  aasinya  ue disemakan  mengganggu krn beli bardi  utk otomatisme nya   ue aasi   berfungsi"
"1089","Netral",0,"good"
"1090","Netral",0,"halo kenaeteksi gerakannya  berfungsi  ue yaa"
"1091","Netral",0,"motion detection mati  ue terbaru"
"1092","Negatif",-1,"naeh  aa slow roskoneksi  jelek  blank"
"1093","Netral",0,"all of the feature is working erly but the connection between the and the lam sometimes disconnected so  fix this"
"1094","Negatif",-2," diue kesannya resaasi   lambat  kamera cctv loading streaming    lambat"
"1095","Netral",0,"manta bgs bgt ez to use"
"1096","Netral",0,"nyesal beli cctv nya  menyarankan format memory trus   i memory yg sandisk merah h gb"
"1097","Negatif",-1,"cctv outdoor alarm diteksi gerak  ue tanggal  agustus       reques kedeya area diteksi dasibel bentuknya   kotak   ala   terditeksi dadihubungkan kengkat bardi "
"1098","Netral",0," ue firmware tgl  agustus cctv outdoor bardi tdk  notifikasi motion detection  motion detection nya sdh diaktifkan  ya"
"1099","Netral",0,"ga   connect  device  ue  versi terbaru"
"1100","Netral",0,"schedule    "
"1101","Netral",0,"motion detection doesnt work after firmware ue please fix"
"1102","Negatif",-2,"after uing the firmware to v the alarm detection doesnt work anymore no notification as well before this ue the alarm was okay"
"1103","Netral",0,"the home widget kee blank white since the last ue the tarun icon back to normal after ong the bardi a but back to blank white after a view hours haed both on my device realme i and xiaomi   fix thanks"
"1104","Netral",0,"easy to use"
"1105","Positif",1,"resaya slow banget  nyalain lamabisabisa alternatif i google home  edit   orma aa cake"
"1106","Negatif",-2," disambungkan  android hotsinternet    lamban   jalan  "
"1107","Netral",0,"sometimes the widget is not visible if you dont othe acation first and the ormance of the acation must be imed so that it doesnt lag"
"1108","Netral",0,"great ay known issues got some quick fixed"
"1109","Netral",0,"really aciate the imement in ui side"
"1110","Netral",0,"everythings working very well but  fix the widgets ortion like fix the device icon width and height when we resize the whole widget etc thank you"
"1111","Netral",0,"haloonetwork lem since  days ago as well as tuya smart ued"
"1112","Netral",0,"on scheduling you can add task but theres no delete task so if you messed uu have to do it all over again in scheduling the label color is too solid the ure is useless you cant even see it it would be nice if you can costumize the label color transncy"
"1113","Positif",2," suka banget  uk smart bulb bikin kamar  beda level asik  nongkrong  kerja     ok  fitur schedule ga   onoff lamag  atur scene  kalo lamff   on   scene yg    kali nyala   ribet kalo tiau tidur musti atur scene work yg nyala terang biar    auto on nyala terang  alarm  kalo malam  en scene night yg soft  auto off thx"
"1114","Netral",0,"i cant stream using mobile data but when im in home and using wifi its work please tell me how to fix it i cant do monitoring when im go away from home"
"1115","Negatif",-1,"i cant connect to my led bulb it said it is offline i have tried to reset the bulb but now its getting worse as i cant  my device to it please fix this asap"
"1116","Netral",0,"nice app"
"1117","Negatif",-1,"trimksih skrng gw gk u jalan  matiin lampu"
"1118","Positif",1,"dark mode pls"
"1119","Positif",2,"pakai aasi  versi terbaru   nggak  login tlau i versi   login tolong diaiki  ue an yg terbaru"
"1120","Netral",0,"i cant connect my extension r stri all whether the light blinks ray or slowly android"
"1121","Netral",0,"very hell"
"1122","Positif",1,"bagus"
"1123","Negatif",-3,"good just need some work on the alarm systemm it only gives u alarm it doesnt show thw video that triggers the alarm"
"1124","Netral",0,"the aeed to be ue for automation or ta run color scene cannot be change please ue immediately"
"1125","Positif",1,"ui  kontrol ip cameranya   dark mode   mudah  akses tanehnya   toggle dark mode  main menu mohon diritaskan  sy  aasi    smart home tuya   ceuntuk iment    "
"1126","Negatif",-1,"cctv  aasi  offline   susah   hidu  terkesan  aasi  cctv   koneksi"
"1127","Positif",5,"aya bagus banget  ga u cetak cetek  cocok banget  kaum rebahan so  kasih bintang "
"1128","Netral",0,"exence went mediocre yet thid have ntial need more clean ui as samsung does otherwise it went good kost of the time"
"1129","Netral",0,"good"
"1130","Netral",0,"worked for the first few months but it makes my devices to ar offline after a while did uninstall and reinstall the aesetting devices still nothing works the only difference is that the device that works are different ones please fix this"
"1131","Netral",0,"i cant even use the smart location feature"
"1132","Netral",0,"can you add change scene  colour to schedule automation"
"1133","Netral",0,"great and uct and  add more a scenes for bulb or we can create a custom scene for bulb and maybe the lowest level bulb is not enough because i want to more darkest brightness level than the lowest brightness level"
"1134","Netral",0,"not working at all"
"1135","Netral",0,"aasinya mudah  gamoang "
"1136","Netral",0,"no longer connected with smart things from samsung i cant use any automation i set u smart things and the automation is so com from this a give up"
"1137","Positif",1," jaringan pln habis ters  nyala  offline  jaringan wifi bagus   matiin  via saklar manual  terkoneksi "
"1138","Positif",2," aturan automation hilang    aan  muncul  diing  bikin automation  sungguh merean"
"1139","Negatif",-2,"kalo tibatiba internetnya disconnect diy ir remotenya ga  connect   offline walauinternet udah nyala   reset ulang ir remotenya tolong difix"
"1140","Negatif",-2,"suka ga berfungsi  aiki donk bugs nya parah euy"
"1141","Netral",0,"i cannot install this a have the screenshot  check i have bought your uct"
"1142","Negatif",-1,"good abut i do have a request for air conditioner funtion esally for availability on swing setting for smart ir"
